BTH_YR,GENDER,SCTR_CD,LN_AMT,DLQ_TYPE,DLQ_CD_1,DLQ_CD_2,DLQ_AMT,CD_OPN_CD_1,CD_OPN_CD_2
78,1,0,0.0,0.0,0,0,0.0,1,1
36,1,0,0.0,0.0,0,0,0.0,1,1
67,0,0,0.0,0.0,0,0,0.0,1,1
67,0,0,0.0,0.0,0,0,0.0,1,1
64,1,0,0.0,0.0,0,0,0.0,1,1
45,1,0,0.0,0.0,0,0,0.0,1,1
48,0,0,0.0,0.0,0,0,0.0,1,1
20,1,0,0.0,0.0,0,0,0.0,1,1
56,1,0,0.0,0.0,0,0,0.0,1,1
56,1,0,0.0,0.0,0,0,0.0,1,1
78,1,0,0.0,0.0,0,0,0.0,1,1
32,0,0,0.0,0.0,0,0,0.0,1,1
32,0,0,0.0,0.0,0,0,0.0,1,1
69,0,2,26000.0,0.0,0,0,0.0,1,1
32,0,0,0.0,0.0,0,0,0.0,1,1
32,0,0,0.0,0.0,0,0,0.0,1,1
44,0,0,0.0,0.0,0,0,0.0,1,1
40,0,0,0.0,0.0,0,0,0.0,1,1
44,0,0,0.0,0.0,0,0,0.0,1,1
30,1,0,0.0,0.0,0,0,0.0,1,1
30,1,0,0.0,0.0,0,0,0.0,1,1
30,1,0,0.0,0.0,0,0,0.0,1,2
57,0,0,0.0,0.0,0,0,0.0,1,1
42,1,0,0.0,0.0,0,0,0.0,1,1
77,1,0,0.0,0.0,0,0,0.0,1,1
77,1,0,0.0,0.0,0,0,0.0,1,1
52,0,0,0.0,0.0,0,0,0.0,1,1
52,0,0,0.0,0.0,0,0,0.0,1,1
52,0,0,0.0,0.0,0,0,0.0,1,1
52,1,1,150000.0,0.0,0,0,0.0,0,0
42,0,0,0.0,0.0,0,0,0.0,1,1
67,0,0,0.0,0.0,0,0,0.0,1,1
23,1,0,0.0,0.0,0,0,0.0,1,1
63,1,3,0.0,1.0,2,1,900.0,0,0
40,0,0,0.0,0.0,0,0,0.0,1,1
53,0,0,0.0,0.0,0,0,0.0,1,1
41,1,0,0.0,0.0,0,0,0.0,1,1
41,1,0,0.0,0.0,0,0,0.0,1,1
31,0,0,0.0,0.0,0,0,0.0,1,1
63,0,0,0.0,0.0,0,0,0.0,1,1
63,0,0,0.0,0.0,0,0,0.0,1,1
39,0,0,0.0,0.0,0,0,0.0,1,1
39,0,0,0.0,0.0,0,0,0.0,1,1
39,0,0,0.0,0.0,0,0,0.0,1,1
42,0,0,0.0,0.0,0,0,0.0,1,1
42,0,0,0.0,0.0,0,0,0.0,1,1
42,0,0,0.0,0.0,0,0,0.0,1,1
42,0,0,0.0,0.0,0,0,0.0,1,1
27,0,0,0.0,0.0,0,0,0.0,1,1
17,0,0,0.0,0.0,0,0,0.0,1,2
37,0,7,30000.0,0.0,0,0,0.0,0,0
37,0,7,5800.0,0.0,0,0,0.0,0,0
37,0,7,86000.0,0.0,0,0,0.0,0,0
46,0,0,0.0,0.0,0,0,0.0,1,1
46,0,0,0.0,0.0,0,0,0.0,1,1
46,0,0,0.0,0.0,0,0,0.0,1,1
77,1,0,0.0,0.0,0,0,0.0,1,1
77,1,0,0.0,0.0,0,0,0.0,1,1
77,1,0,0.0,0.0,0,0,0.0,1,1
77,1,0,0.0,0.0,0,0,0.0,1,1
49,0,0,0.0,0.0,0,0,0.0,1,1
49,0,0,0.0,0.0,0,0,0.0,1,1
49,0,0,0.0,0.0,0,0,0.0,1,1
41,1,0,0.0,0.0,0,0,0.0,1,1
49,0,0,0.0,0.0,0,0,0.0,1,1
35,1,0,0.0,0.0,0,0,0.0,1,1
35,1,0,0.0,0.0,0,0,0.0,1,1
27,0,0,0.0,0.0,0,0,0.0,1,1
60,0,0,0.0,0.0,0,0,0.0,1,1
60,0,0,0.0,0.0,0,0,0.0,1,1
60,0,0,0.0,0.0,0,0,0.0,1,1
60,0,0,0.0,0.0,0,0,0.0,1,1
34,1,0,0.0,0.0,0,0,0.0,1,1
58,1,0,0.0,0.0,0,0,0.0,1,1
58,1,0,0.0,0.0,0,0,0.0,1,2
58,1,0,0.0,0.0,0,0,0.0,1,1
58,1,0,0.0,0.0,0,0,0.0,1,2
58,1,0,0.0,0.0,0,0,0.0,1,1
49,0,0,0.0,0.0,0,0,0.0,1,1
34,1,0,0.0,0.0,0,0,0.0,1,1
51,1,0,0.0,0.0,0,0,0.0,1,1
38,0,0,0.0,0.0,0,0,0.0,1,1
38,0,0,0.0,0.0,0,0,0.0,1,1
38,0,0,0.0,0.0,0,0,0.0,1,1
38,0,0,0.0,0.0,0,0,0.0,1,1
56,1,0,0.0,0.0,0,0,0.0,1,1
56,1,0,0.0,0.0,0,0,0.0,1,1
22,1,0,0.0,0.0,0,0,0.0,1,1
39,0,0,0.0,0.0,0,0,0.0,1,1
39,0,0,0.0,0.0,0,0,0.0,1,1
50,1,0,0.0,0.0,0,0,0.0,1,1
50,1,0,0.0,0.0,0,0,0.0,1,1
50,1,0,0.0,0.0,0,0,0.0,1,1
26,1,0,0.0,0.0,0,0,0.0,1,1
35,1,0,0.0,0.0,0,0,0.0,1,1
32,1,0,0.0,0.0,0,0,0.0,1,1
32,1,0,0.0,0.0,0,0,0.0,1,1
32,1,0,0.0,0.0,0,0,0.0,1,1
36,1,0,0.0,0.0,0,0,0.0,1,1
36,1,0,0.0,0.0,0,0,0.0,1,1
56,1,0,0.0,0.0,0,0,0.0,1,1
56,1,0,0.0,0.0,0,0,0.0,1,1
56,1,0,0.0,0.0,0,0,0.0,1,1
56,1,0,0.0,0.0,0,0,0.0,1,2
56,1,0,0.0,0.0,0,0,0.0,1,1
32,1,0,0.0,0.0,0,0,0.0,1,1
43,0,0,0.0,0.0,0,0,0.0,1,1
43,0,0,0.0,0.0,0,0,0.0,1,1
43,0,0,0.0,0.0,0,0,0.0,1,1
58,0,0,0.0,0.0,0,0,0.0,1,1
34,0,0,0.0,0.0,0,0,0.0,1,1
34,0,0,0.0,0.0,0,0,0.0,1,1
73,0,0,0.0,0.0,0,0,0.0,1,1
51,0,0,0.0,0.0,0,0,0.0,1,1
51,0,0,0.0,0.0,0,0,0.0,1,1
51,0,0,0.0,0.0,0,0,0.0,1,1
65,0,0,0.0,0.0,0,0,0.0,1,1
65,0,0,0.0,0.0,0,0,0.0,1,2
65,0,0,0.0,0.0,0,0,0.0,1,1
65,0,0,0.0,0.0,0,0,0.0,1,1
65,0,0,0.0,0.0,0,0,0.0,1,1
58,0,0,0.0,0.0,0,0,0.0,1,1
35,1,1,5900.0,0.0,0,0,0.0,0,0
35,1,1,100000.0,0.0,0,0,0.0,0,0
30,0,0,0.0,0.0,0,0,0.0,1,1
36,1,0,0.0,0.0,0,0,0.0,1,1
73,0,0,0.0,0.0,0,0,0.0,1,1
21,0,0,0.0,0.0,0,0,0.0,1,1
21,0,0,0.0,0.0,0,0,0.0,1,1
34,0,0,0.0,0.0,0,0,0.0,1,1
59,0,0,0.0,0.0,0,0,0.0,1,1
59,0,0,0.0,0.0,0,0,0.0,1,1
59,0,0,0.0,0.0,0,0,0.0,1,1
39,1,0,0.0,0.0,0,0,0.0,2,1
74,1,0,0.0,0.0,0,0,0.0,1,1
74,1,0,0.0,0.0,0,0,0.0,1,1
45,0,0,0.0,0.0,0,0,0.0,1,1
45,0,0,0.0,0.0,0,0,0.0,1,1
45,0,0,0.0,0.0,0,0,0.0,1,1
74,1,0,0.0,0.0,0,0,0.0,1,1
28,1,0,0.0,0.0,0,0,0.0,1,1
45,0,0,0.0,0.0,0,0,0.0,1,1
52,0,0,0.0,0.0,0,0,0.0,1,1
45,0,0,0.0,0.0,0,0,0.0,1,1
61,0,0,0.0,0.0,0,0,0.0,1,1
56,0,0,0.0,0.0,0,0,0.0,1,1
56,0,0,0.0,0.0,0,0,0.0,1,1
56,0,0,0.0,0.0,0,0,0.0,1,1
29,0,0,0.0,0.0,0,0,0.0,1,1
29,0,0,0.0,0.0,0,0,0.0,1,1
29,0,0,0.0,0.0,0,0,0.0,1,1
52,1,0,0.0,0.0,0,0,0.0,1,1
52,1,0,0.0,0.0,0,0,0.0,1,1
38,0,0,0.0,0.0,0,0,0.0,1,1
59,0,1,50.0,0.0,0,0,0.0,1,2
59,0,1,50.0,0.0,0,0,0.0,1,1
21,0,0,0.0,0.0,0,0,0.0,2,1
61,0,0,0.0,0.0,0,0,0.0,1,1
51,0,0,0.0,0.0,0,0,0.0,1,1
63,1,3,0.0,1.0,3,1,13000.0,1,1
58,0,1,0.0,1.0,1,1,80000.0,0,0
63,1,6,2600.0,0.0,0,0,0.0,0,0
63,1,3,860.0,0.0,0,0,0.0,1,1
63,1,3,650.0,0.0,0,0,0.0,1,1
63,1,7,5400.0,0.0,0,0,0.0,0,0
45,0,6,6300.0,0.0,0,0,0.0,0,0
35,0,1,50000.0,0.0,0,0,0.0,0,0
35,0,1,250000.0,0.0,0,0,0.0,0,0
49,0,7,260.0,0.0,0,0,0.0,0,0
